Date,Location,Latitude,Longitude,Previous GWL (m bgl),Rainfall (mm/day),Temperature (°C),Evaporation (mm/day),Population Density (people/km²),Surface Elevation (m),Land Use,Soil Type,River Distance (km),Tidal Influence (m),Slope (%),Aquifer Type,Irrigation Demand (mm/day),Predicted GWL (m bgl)
2022-11-24,Bengaluru Urban,12.94052248665987,77.61195385271795,7.39,79.4,30.0,6.6,527,284,Agricultural,Silty,2.3,0.0,8.2,Confined,25.7,6.39
2022-11-25,Mysuru,12.374580268269728,76.6677670980081,26.63,174.4,22.8,6.3,299,120,Forest,Clay,15.6,0.0,1.7,Unconfined,0.0,23.46
2022-11-26,Mangaluru,12.921151197082034,74.90133463395156,8.84,187.7,22.5,6.5,573,336,Forest,Silty,4.6,-0.4,3.5,Confined,0.0,5.41
2022-11-27,Belagavi,15.920817668714903,74.46855485043423,29.35,0.0,20.6,8.8,664,257,Barren,Silty,7.2,0.0,6.9,Unconfined,0.0,29.79
2022-11-28,Tumakuru,13.40578640072111,77.0736850585844,13.47,54.8,20.3,6.7,557,272,Forest,Silty,13.3,0.0,7.4,Unconfined,0.0,12.71
2022-11-29,Hubballi-Dharwad,15.433445338790795,75.13120269108798,26.49,72.8,33.1,5.7,217,373,Forest,Clay,4.1,0.0,5.9,Confined,0.0,25.32
2022-11-30,Davanagere,14.472061162202545,75.9675506805849,23.84,96.5,33.9,7.4,334,111,Urban,Sandy,13.5,0.0,7.9,Confined,0.0,22.28
2022-12-01,Davanagere,14.405646452432336,75.97527861672937,17.52,99.0,35.6,4.3,766,142,Forest,Sandy,15.1,0.0,5.3,Confined,0.0,15.75
2022-12-02,Ballari,15.118845449816009,76.88602189973324,11.03,76.6,24.4,5.7,566,316,Forest,Silty,11.3,0.0,7.4,Confined,0.0,9.78
2022-12-03,Hubballi-Dharwad,15.390398448325103,75.20428247522123,10.3,89.4,21.1,4.9,449,136,Forest,Sandy,8.9,0.0,2.2,Unconfined,0.0,8.76
2022-12-04,Vijayapura,16.90700940021101,75.6353180068133,5.45,65.7,31.9,8.4,428,226,Agricultural,Silty,13.9,0.0,2.0,Unconfined,21.7,4.77
2022-12-05,Ballari,15.239606879230433,76.94440207415253,14.06,19.6,23.5,8.6,435,307,Urban,Sandy,3.1,0.0,1.1,Unconfined,0.0,14.1
2022-12-06,Davanagere,14.467659095620998,75.96017022513783,14.49,177.8,36.1,7.2,258,121,Forest,Sandy,14.2,0.0,0.3,Confined,0.0,11.29
2022-12-07,Davanagere,14.42566636400607,75.88643988239131,29.99,0.0,28.1,4.1,715,302,Barren,Loam,3.5,0.0,3.5,Confined,0.0,30.19
2022-12-08,Vijayapura,16.77383911931969,75.66871728886774,28.88,0.0,35.1,8.0,320,437,Barren,Sandy,10.2,0.0,0.3,Unconfined,0.0,29.28
2022-12-09,Mysuru,12.254187127185826,76.62178271980686,18.46,0.7,33.7,5.3,323,101,Urban,Sandy,14.8,0.0,7.5,Confined,0.0,18.71
2022-12-10,Hubballi-Dharwad,15.343025616536803,75.07979002179198,22.82,0.0,24.8,7.6,515,264,Barren,Clay,3.5,0.0,3.6,Unconfined,0.0,23.2
2022-12-11,Davanagere,14.432523330028301,75.92727705212103,6.71,0.0,21.1,7.2,362,331,Barren,Sandy,13.2,0.0,3.0,Confined,0.0,7.07
2022-12-12,Mangaluru,12.917902820430855,74.80036796398416,25.37,171.7,25.9,7.0,455,404,Agricultural,Clay,18.6,0.79,6.6,Unconfined,25.0,22.54
2022-12-13,Davanagere,14.404041226488244,75.96192330955787,6.72,171.3,33.9,7.7,708,333,Forest,Clay,18.4,0.0,2.3,Unconfined,0.0,3.68
2022-12-14,Belagavi,15.828503847744173,74.55583778205612,29.93,40.8,32.6,7.2,433,338,Agricultural,Loam,11.8,0.0,8.6,Unconfined,15.1,29.62
2022-12-15,Tumakuru,13.334008999981249,77.14002762485221,24.23,0.0,23.1,6.7,233,100,Barren,Loam,12.7,0.0,2.2,Confined,0.0,24.57
2022-12-16,Mangaluru,12.928461696503826,74.86442572884502,28.33,89.1,37.3,8.2,263,264,Forest,Clay,7.2,0.1,4.9,Unconfined,0.0,26.96
2022-12-17,Mangaluru,12.923874681289647,74.9147233402306,24.11,0.0,21.7,5.4,562,387,Barren,Clay,18.9,-0.1,9.9,Unconfined,0.0,24.38
2022-12-18,Davanagere,14.451071452088861,75.9462899737292,27.9,0.0,22.9,8.4,579,305,Barren,Silty,5.7,0.0,6.1,Confined,0.0,28.32
2022-12-19,Ballari,15.048833355783543,76.9612434589296,25.95,166.2,22.9,6.7,310,227,Agricultural,Loam,10.1,0.0,1.1,Unconfined,27.5,23.24
2022-12-20,Hubballi-Dharwad,15.401652270236525,75.11353509967499,24.04,0.0,36.9,6.8,248,213,Barren,Clay,11.3,0.0,8.2,Confined,0.0,24.38
2022-12-21,Davanagere,14.532435636656071,76.00038006701749,5.36,139.0,22.0,8.6,655,124,Forest,Sandy,13.7,0.0,1.0,Confined,0.0,3.01
2022-12-22,Belagavi,15.81144040946426,74.53834645042485,28.39,22.4,21.6,5.0,630,290,Forest,Sandy,10.3,0.0,4.6,Unconfined,0.0,28.19
2022-12-23,Tumakuru,13.440925213485972,77.14106731404847,21.94,138.6,36.8,8.1,713,379,Agricultural,Sandy,9.0,0.0,9.7,Unconfined,9.6,19.67
2022-12-24,Hubballi-Dharwad,15.34779031480593,75.13690932925896,16.64,122.9,32.1,7.1,504,350,Agricultural,Sandy,4.4,0.0,2.8,Unconfined,30.1,14.84
2022-12-25,Mangaluru,12.985281260750229,74.83979226307393,18.71,111.8,20.9,5.5,288,117,Urban,Silty,5.0,-0.27,3.2,Confined,0.0,16.75
2022-12-26,Vijayapura,16.847531814729564,75.63359960498734,12.36,70.8,22.6,6.5,445,146,Urban,Sandy,9.6,0.0,5.6,Unconfined,0.0,11.27
2022-12-27,Shivamogga,13.942445571198409,75.52615205283404,17.75,0.0,23.8,5.5,461,177,Barren,Silty,10.4,0.0,2.1,Confined,0.0,18.02
2022-12-28,Hubballi-Dharwad,15.37737351399272,75.14277550983307,13.68,24.3,35.1,5.0,367,428,Forest,Sandy,3.5,0.0,4.0,Confined,0.0,13.44
2022-12-29,Hubballi-Dharwad,15.307114976525018,75.07585723278986,28.61,97.4,27.4,4.1,642,426,Urban,Clay,13.0,0.0,2.1,Confined,0.0,26.87
2022-12-30,Mangaluru,12.92579923953973,74.84437668717665,11.95,33.4,28.7,8.0,394,356,Urban,Loam,15.8,-0.74,0.5,Confined,0.0,11.68
2022-12-31,Tumakuru,13.334575133844671,77.1051287408038,16.09,0.0,29.3,4.6,245,240,Barren,Sandy,9.0,0.0,9.8,Confined,0.0,16.32
2023-01-01,Ballari,15.189286071905759,76.89830688961374,5.05,72.0,38.7,7.6,381,299,Agricultural,Silty,11.9,0.0,1.7,Unconfined,9.7,4.09
2023-01-02,Mangaluru,12.88961047956551,74.75073975065294,22.26,0.0,33.5,5.9,377,207,Barren,Sandy,17.9,0.77,3.9,Confined,0.0,22.56
2023-01-03,Shivamogga,13.957625392514329,75.4938909020681,12.35,45.8,36.4,7.1,616,353,Agricultural,Loam,19.6,0.0,3.3,Confined,7.0,11.86
2023-01-04,Ballari,15.111341551027925,76.98043335254621,10.84,44.4,22.4,6.6,420,337,Urban,Loam,5.6,0.0,5.8,Unconfined,0.0,10.28
2023-01-05,Mysuru,12.302460330478358,76.72080634022994,17.34,0.0,28.8,8.5,632,434,Barren,Clay,17.0,0.0,7.6,Unconfined,0.0,17.77
2023-01-06,Bengaluru Urban,12.992457738310026,77.60431371838192,10.49,66.7,37.3,6.1,510,230,Agricultural,Silty,9.1,0.0,9.4,Unconfined,6.3,9.52
2023-01-07,Tumakuru,13.235973332693382,77.1629473092931,17.87,0.7,36.7,5.6,537,349,Urban,Clay,3.5,0.0,9.0,Unconfined,0.0,18.14
2023-01-08,Shivamogga,13.942468587001452,75.57970719771322,10.92,125.1,21.7,4.5,668,196,Agricultural,Loam,17.3,0.0,1.8,Unconfined,20.1,8.84
2023-01-09,Mysuru,12.352608796599823,76.60663128451705,9.89,103.2,27.9,5.8,211,219,Urban,Loam,16.0,0.0,6.4,Unconfined,0.0,8.12
2023-01-10,Belagavi,15.976705237262442,74.46276028987714,16.79,34.6,24.0,5.6,287,358,Urban,Clay,17.7,0.0,0.9,Confined,0.0,16.38
2023-01-11,Ballari,15.175172049289275,76.88721504155461,17.76,0.0,22.2,4.3,364,294,Barren,Sandy,19.9,0.0,5.1,Confined,0.0,17.98
2023-01-12,Hubballi-Dharwad,15.379422361833473,75.09662191232132,18.71,0.0,32.6,4.5,263,186,Barren,Silty,4.9,0.0,0.7,Confined,0.0,18.94
2023-01-13,Bengaluru Urban,12.880779498381509,77.60261295651588,9.65,4.9,24.6,7.6,598,384,Urban,Clay,9.1,0.0,8.9,Confined,0.0,9.93
2023-01-14,Belagavi,15.970835625340166,74.42414221792927,22.64,33.8,37.9,5.2,410,480,Forest,Clay,17.5,0.0,3.5,Confined,0.0,22.22
2023-01-15,Mysuru,12.324590261872132,76.64850776814204,8.64,0.0,33.4,4.2,360,493,Barren,Silty,4.6,0.0,2.5,Unconfined,0.0,8.85
2023-01-16,Davanagere,14.578459860204415,75.91383669626566,9.4,0.0,37.5,5.1,642,337,Barren,Sandy,11.6,0.0,3.9,Unconfined,0.0,9.66
2023-01-17,Mysuru,12.380899478926763,76.5897410719156,20.16,3.0,23.1,6.6,777,328,Urban,Silty,16.5,0.0,9.9,Unconfined,0.0,20.43
2023-01-18,Tumakuru,13.35406448023732,77.08829663900316,13.12,0.0,30.0,5.8,400,363,Barren,Loam,9.1,0.0,6.7,Unconfined,0.0,13.41
2023-01-19,Bengaluru Urban,12.966498513671965,77.5643072269469,27.32,0.0,27.8,8.3,414,200,Barren,Sandy,5.2,0.0,6.4,Unconfined,0.0,27.73
2023-01-20,Tumakuru,13.304467507757536,77.0455052935032,19.95,17.7,26.9,5.5,649,150,Forest,Loam,18.2,0.0,4.9,Confined,0.0,19.87
2023-01-21,Mangaluru,12.813370855369342,74.75834456392245,28.0,188.4,33.3,4.8,309,219,Forest,Silty,3.1,-0.07,7.3,Confined,0.0,24.47
2023-01-22,Mangaluru,12.951924455233288,74.84894864178305,23.74,0.0,33.1,4.2,384,177,Barren,Clay,19.2,0.56,5.1,Unconfined,0.0,23.95
2023-01-23,Mangaluru,12.825503383075667,74.84794144280669,21.54,72.9,34.5,7.7,264,450,Urban,Sandy,19.6,0.05,9.7,Unconfined,0.0,20.47
2023-01-24,Vijayapura,16.808083852416587,75.66376402767159,22.55,2.6,30.8,4.4,417,105,Urban,Loam,17.7,0.0,4.7,Confined,0.0,22.72
2023-01-25,Belagavi,15.856994416597116,74.5917078172172,25.81,57.8,34.9,4.2,304,358,Urban,Loam,10.6,0.0,2.5,Unconfined,0.0,24.86
2023-01-26,Mysuru,12.27145243725331,76.54060455093108,29.9,15.9,37.2,4.7,211,182,Forest,Clay,18.5,0.0,3.5,Confined,0.0,29.82
2023-01-27,Belagavi,15.827093051174268,74.50704094010977,27.16,58.9,25.7,7.0,279,301,Agricultural,Sandy,5.6,0.0,3.5,Confined,41.9,26.75
2023-01-28,Belagavi,15.842875783096869,74.45126051919331,27.52,51.2,25.8,8.3,656,324,Urban,Clay,19.7,0.0,7.4,Unconfined,0.0,26.91
2023-01-29,Davanagere,14.508214578722159,75.90628003663362,9.22,186.1,26.9,8.5,669,184,Forest,Loam,15.3,0.0,4.9,Confined,0.0,5.92
2023-01-30,Vijayapura,16.83700678663068,75.71393179591163,6.47,118.2,35.4,6.3,636,187,Agricultural,Clay,16.4,0.0,9.7,Confined,9.3,4.51
2023-01-31,Tumakuru,13.333382213762599,77.10226555355352,19.26,146.3,22.8,6.5,745,309,Forest,Clay,6.6,0.0,2.8,Unconfined,0.0,16.66
2023-02-01,Bengaluru Urban,12.913027746673915,77.58804840779156,14.65,134.4,25.7,6.5,488,478,Urban,Sandy,7.2,0.0,4.3,Confined,0.0,12.29
2023-02-02,Davanagere,14.487800420219028,75.83085796398329,6.71,0.0,30.8,6.2,676,349,Barren,Silty,3.3,0.0,0.9,Unconfined,0.0,7.02
2023-02-03,Mysuru,12.318877006990345,76.68350000549744,24.25,0.0,37.0,7.4,492,246,Barren,Clay,16.9,0.0,9.1,Confined,0.0,24.62
2023-02-04,Ballari,15.21951049470641,76.8758467896685,11.37,190.8,31.5,6.4,481,131,Forest,Loam,15.8,0.0,6.2,Confined,0.0,7.87
2023-02-05,Hubballi-Dharwad,15.336063660362449,75.09993498479349,23.17,0.0,28.9,5.8,392,180,Barren,Sandy,14.4,0.0,9.2,Confined,0.0,23.46
2023-02-06,Ballari,15.19210211975438,76.92083640613409,26.67,0.0,31.5,6.3,359,124,Barren,Loam,15.9,0.0,9.6,Confined,0.0,26.99
2023-02-07,Belagavi,15.87214131660613,74.52402680447993,5.62,112.7,25.4,4.7,456,487,Urban,Loam,16.5,0.0,0.6,Unconfined,0.0,3.6
2023-02-08,Shivamogga,13.963920332517182,75.45157561281887,29.84,176.9,26.6,6.0,511,140,Forest,Sandy,1.4,0.0,0.2,Confined,0.0,26.6
2023-02-09,Mysuru,12.275354217861386,76.6738824714907,7.46,198.6,36.9,7.2,608,483,Urban,Loam,15.3,0.0,0.4,Unconfined,0.0,3.85
2023-02-10,Mysuru,12.235589590230255,76.68135044851242,14.83,155.0,25.7,8.3,340,208,Agricultural,Loam,3.3,0.0,4.5,Unconfined,34.1,12.49
2023-02-11,Belagavi,15.874807537159157,74.49006745759576,6.04,0.0,29.2,8.9,371,129,Barren,Sandy,10.2,0.0,4.5,Unconfined,0.0,6.49
2023-02-12,Mysuru,12.319188758821745,76.54484937204198,6.78,74.7,22.3,5.9,506,249,Agricultural,Sandy,7.1,0.0,8.8,Unconfined,23.6,5.82
2023-02-13,Ballari,15.203138753015164,76.97990687645198,8.46,68.3,34.6,8.7,601,162,Agricultural,Clay,4.2,0.0,1.4,Confined,26.4,7.79
2023-02-14,Belagavi,15.765743746415234,74.46642405827822,28.63,64.9,25.4,7.3,469,286,Forest,Clay,3.2,0.0,4.4,Unconfined,0.0,27.7
2023-02-15,Tumakuru,13.360314737424483,77.12985721775507,29.57,177.3,25.2,4.1,209,124,Agricultural,Silty,2.1,0.0,5.5,Unconfined,4.4,26.27
2023-02-16,Mysuru,12.26833621768088,76.65334292696573,10.11,76.5,34.0,8.2,395,116,Agricultural,Silty,14.2,0.0,9.2,Unconfined,40.3,9.39
2023-02-17,Vijayapura,16.811458482560443,75.8023212416091,19.04,111.1,33.7,7.6,529,279,Agricultural,Loam,11.4,0.0,3.8,Unconfined,11.7,17.31
2023-02-18,Tumakuru,13.42160730400713,77.0941486212748,10.85,135.4,22.3,4.1,527,173,Agricultural,Clay,2.2,0.0,5.3,Unconfined,0.3,8.35
2023-02-19,Vijayapura,16.826250443163268,75.62644472026645,29.24,120.4,36.1,5.4,566,342,Urban,Clay,5.9,0.0,2.5,Confined,0.0,27.1
2023-02-20,Davanagere,14.428140875531325,75.9338478679204,15.37,0.0,29.2,8.4,307,384,Barren,Loam,13.5,0.0,7.5,Unconfined,0.0,15.79
2023-02-21,Vijayapura,16.878429408330966,75.73680004948993,27.17,0.0,39.6,5.4,639,265,Barren,Loam,13.0,0.0,8.1,Unconfined,0.0,27.44
2023-02-22,Mysuru,12.29146811777824,76.60775523784224,7.36,19.8,27.2,5.8,796,469,Urban,Sandy,8.5,0.0,9.6,Confined,0.0,7.25
2023-02-23,Mysuru,12.349328954312696,76.55988088038369,29.92,0.0,35.4,5.1,318,187,Barren,Sandy,4.6,0.0,3.5,Unconfined,0.0,30.18
2023-02-24,Ballari,15.230240526973263,77.0171847247906,14.84,111.9,39.8,7.2,269,165,Urban,Silty,1.3,0.0,7.3,Confined,0.0,12.96
2023-02-25,Shivamogga,13.93264832083849,75.53725362633223,20.96,140.8,29.3,6.0,324,124,Agricultural,Silty,10.9,0.0,2.8,Confined,18.0,18.62
2023-02-26,Vijayapura,16.863292016408195,75.817958985708,21.67,177.2,21.3,4.5,644,215,Agricultural,Sandy,11.3,0.0,9.4,Confined,17.7,18.53
2023-02-27,Mangaluru,12.985121949629432,74.81696777450122,8.67,33.9,31.0,6.7,370,436,Forest,Silty,16.9,-0.16,0.3,Unconfined,0.0,8.33
2023-02-28,Mangaluru,12.92369987159962,74.85473501923565,10.99,3.5,28.6,6.8,544,117,Forest,Clay,11.2,-0.57,9.8,Unconfined,0.0,11.26
2023-03-01,Bengaluru Urban,13.060515391481829,77.5457589682881,17.78,158.9,26.4,7.9,581,158,Urban,Silty,16.7,0.0,1.1,Unconfined,0.0,15.0
2023-03-02,Davanagere,14.348990536894766,75.89939515837244,12.35,146.6,28.1,6.0,738,345,Agricultural,Clay,8.2,0.0,1.2,Unconfined,28.8,10.01
2023-03-03,Hubballi-Dharwad,15.376351876513795,75.10917501391724,18.62,0.0,27.8,4.3,790,444,Barren,Loam,2.2,0.0,6.1,Confined,0.0,18.84
2023-03-04,Belagavi,15.848131141614084,74.51070343478142,25.38,146.2,30.6,5.8,607,231,Forest,Silty,19.6,0.0,6.8,Confined,0.0,22.75
2023-03-05,Belagavi,15.82275008600533,74.54740491732426,6.04,67.6,37.9,4.4,603,226,Forest,Loam,16.0,0.0,3.3,Confined,0.0,4.91
2023-03-06,Davanagere,14.515763011365976,75.88953762240133,24.28,133.7,20.9,8.0,256,296,Agricultural,Silty,9.4,0.0,4.9,Unconfined,18.1,22.19
2023-03-07,Shivamogga,13.869427037302618,75.60918534092387,23.25,0.0,34.2,5.9,543,223,Barren,Loam,16.5,0.0,3.8,Confined,0.0,23.55
2023-03-08,Mangaluru,12.965244417492459,74.80067077774237,13.43,0.0,21.9,8.3,561,304,Barren,Loam,15.7,0.97,0.1,Unconfined,0.0,13.84
2023-03-09,Mysuru,12.234062678749488,76.69152232817399,26.52,0.0,39.5,6.1,326,496,Barren,Clay,4.8,0.0,6.0,Confined,0.0,26.82
2023-03-10,Mangaluru,12.939146433562339,74.82236170922354,7.63,171.0,34.6,5.3,480,482,Agricultural,Sandy,11.7,0.09,2.1,Confined,1.0,4.48
2023-03-11,Ballari,15.13496393915793,76.92005392103229,23.98,30.4,31.3,6.4,463,439,Urban,Sandy,3.3,0.0,5.5,Confined,0.0,23.69
2023-03-12,Vijayapura,16.85155100066003,75.75189631637652,10.66,186.0,32.2,7.2,582,320,Forest,Clay,8.5,0.0,0.4,Confined,0.0,7.3
2023-03-13,Tumakuru,13.345653184365249,77.11824233129263,14.5,147.7,24.6,5.9,526,350,Agricultural,Silty,7.8,0.0,5.1,Unconfined,47.6,12.32
2023-03-14,Mangaluru,12.934886365710614,74.88657649036794,17.18,62.2,21.7,7.9,655,120,Agricultural,Clay,18.3,-0.59,8.3,Unconfined,16.0,16.49
2023-03-15,Davanagere,14.546524524174053,75.92987562419523,24.51,139.2,21.4,4.8,686,415,Urban,Clay,7.0,0.0,2.3,Confined,0.0,21.97
2023-03-16,Ballari,15.106140095548643,76.90054815754375,28.91,22.7,25.8,5.8,402,359,Agricultural,Silty,17.6,0.0,0.6,Unconfined,13.0,28.88
2023-03-17,Davanagere,14.52103901302975,75.89686707109718,27.84,0.0,36.7,7.3,791,467,Barren,Silty,19.5,0.0,9.6,Unconfined,0.0,28.2
2023-03-18,Bengaluru Urban,13.04888450870749,77.60203566847055,26.64,0.0,24.9,8.9,321,474,Barren,Loam,6.9,0.0,9.7,Unconfined,0.0,27.09
2023-03-19,Mysuru,12.173607519488728,76.68637167159672,6.03,142.8,31.2,6.4,740,260,Urban,Clay,9.0,0.0,3.6,Unconfined,0.0,3.49
2023-03-20,Bengaluru Urban,12.932643748600354,77.56068177881286,16.28,126.5,30.9,7.7,345,218,Agricultural,Sandy,15.8,0.0,4.0,Confined,16.2,14.3
2023-03-21,Bengaluru Urban,13.036285936492632,77.60499867794704,9.54,0.0,22.2,7.6,612,158,Barren,Loam,13.4,0.0,1.9,Unconfined,0.0,9.92
2023-03-22,Bengaluru Urban,13.006291429184351,77.56294604858171,9.38,0.0,33.6,8.5,292,338,Barren,Clay,8.5,0.0,3.8,Confined,0.0,9.81
2023-03-23,Belagavi,15.919712125891344,74.44598140089023,24.13,6.7,25.7,4.8,667,195,Agricultural,Loam,17.2,0.0,2.4,Unconfined,15.8,24.39
2023-03-24,Shivamogga,14.007895659166024,75.6062617152676,17.31,0.0,34.1,8.2,262,185,Barren,Sandy,5.5,0.0,5.0,Unconfined,0.0,17.72
2023-03-25,Bengaluru Urban,13.061009215683105,77.59012838036145,8.7,53.2,31.1,6.3,777,146,Agricultural,Clay,9.6,0.0,6.7,Unconfined,42.7,8.38
2023-03-26,Ballari,15.135111272369556,76.96127719014707,21.24,0.0,25.3,5.7,789,442,Barren,Clay,15.1,0.0,8.9,Confined,0.0,21.52
2023-03-27,Belagavi,15.84948020566246,74.50933209361804,7.7,0.0,36.2,9.0,643,322,Barren,Clay,12.1,0.0,6.0,Confined,0.0,8.15
2023-03-28,Ballari,15.202950022492878,76.98815008044159,20.9,136.9,22.8,6.1,556,174,Urban,Clay,18.1,0.0,3.3,Unconfined,0.0,18.47
2023-03-29,Mangaluru,12.920135652191306,74.87412064506589,5.34,133.1,21.6,6.1,514,427,Agricultural,Clay,10.5,0.22,6.2,Confined,23.5,3.22
2023-03-30,Mysuru,12.247693846760212,76.55381054170671,15.54,0.0,23.7,6.3,524,417,Barren,Sandy,3.2,0.0,5.7,Confined,0.0,15.85
2023-03-31,Bengaluru Urban,12.961160670658195,77.58565748616807,5.47,1.6,23.1,6.9,736,234,Urban,Clay,16.7,0.0,1.0,Confined,0.0,5.78
2023-04-01,Mangaluru,12.963842798307356,74.85176611795443,13.72,174.7,39.3,5.0,710,219,Forest,Loam,14.9,-0.64,5.3,Unconfined,0.0,10.48
2023-04-02,Davanagere,14.432912926326582,75.88744710353745,23.92,25.4,32.8,8.0,256,377,Forest,Sandy,8.5,0.0,3.8,Unconfined,0.0,23.81
2023-04-03,Shivamogga,13.945500447872693,75.49094839858039,13.97,15.9,37.3,7.2,323,224,Forest,Sandy,10.5,0.0,4.7,Unconfined,0.0,14.01
2023-04-04,Ballari,15.157435375463852,76.90794284733332,11.85,163.5,20.1,4.2,348,245,Agricultural,Loam,19.9,0.0,2.0,Confined,37.2,9.16
2023-04-05,Shivamogga,13.853009546976304,75.62349823449443,9.17,117.8,24.0,6.3,755,236,Forest,Sandy,15.7,0.0,3.0,Confined,0.0,7.13
2023-04-06,Mysuru,12.266862996277435,76.61958283989705,27.35,51.6,22.2,8.3,738,416,Forest,Clay,16.0,0.0,4.6,Unconfined,0.0,26.73
2023-04-07,Ballari,15.12703124925827,76.98213368078898,27.35,17.6,33.3,8.8,412,222,Urban,Clay,14.2,0.0,4.5,Confined,0.0,27.44
2023-04-08,Davanagere,14.489607264613877,75.97106433102432,27.17,0.0,32.3,7.7,517,252,Barren,Loam,6.4,0.0,6.7,Unconfined,0.0,27.56
2023-04-09,Shivamogga,13.975013610125204,75.6300335154634,13.98,84.0,27.9,6.0,408,423,Forest,Silty,13.2,0.0,0.7,Unconfined,0.0,12.6
2023-04-10,Vijayapura,16.860969098433632,75.59835319583436,19.21,0.0,33.4,8.3,660,218,Barren,Loam,4.3,0.0,2.3,Unconfined,0.0,19.62
2023-04-11,Mangaluru,13.022066775585298,74.85705715556422,13.04,27.4,33.3,7.7,567,250,Forest,Silty,14.8,-0.1,5.9,Unconfined,0.0,12.88
2023-04-12,Belagavi,15.875630866220893,74.48739452454424,29.68,0.0,26.7,4.5,394,106,Barren,Loam,19.5,0.0,8.0,Unconfined,0.0,29.91
2023-04-13,Hubballi-Dharwad,15.418008349930323,75.11082120387361,28.03,102.9,28.6,4.1,327,398,Forest,Sandy,3.5,0.0,0.9,Confined,0.0,26.18
2023-04-14,Belagavi,15.85017611466073,74.48398403905594,15.73,141.6,36.4,7.7,414,313,Forest,Silty,6.8,0.0,3.0,Confined,0.0,13.28
2023-04-15,Ballari,15.094872261731009,77.00993514309992,28.59,146.8,33.4,8.1,654,356,Urban,Sandy,19.8,0.0,7.0,Confined,0.0,26.06
2023-04-16,Bengaluru Urban,13.00974006619279,77.6539243380519,10.73,56.6,37.6,5.1,496,306,Agricultural,Silty,3.0,0.0,6.2,Unconfined,17.7,10.03
2023-04-17,Bengaluru Urban,12.953495291007258,77.58268656839603,6.27,117.3,35.6,7.5,596,226,Urban,Clay,16.1,0.0,3.5,Unconfined,0.0,4.3
2023-04-18,Hubballi-Dharwad,15.33517762518896,75.15549182654492,20.72,0.0,33.3,8.7,673,423,Barren,Silty,2.8,0.0,10.0,Confined,0.0,21.15
2023-04-19,Belagavi,15.915333996870107,74.51988230578746,25.66,118.8,28.2,6.3,497,324,Agricultural,Silty,2.1,0.0,4.8,Unconfined,48.1,24.08
2023-04-20,Mangaluru,12.954919737485445,74.7545746315451,20.11,23.5,30.7,4.6,655,401,Agricultural,Clay,8.2,0.04,5.9,Confined,10.9,19.98
2023-04-21,Davanagere,14.47187787644391,75.84222695991186,24.35,96.6,23.8,4.9,467,466,Urban,Loam,16.0,0.0,1.8,Confined,0.0,22.66
2023-04-22,Belagavi,15.904409671329027,74.59707551574921,23.26,158.9,27.5,5.8,248,470,Urban,Clay,19.8,0.0,8.5,Confined,0.0,20.37
2023-04-23,Hubballi-Dharwad,15.38663025227982,75.05736545550458,13.28,180.6,36.4,5.8,470,211,Urban,Clay,2.0,0.0,3.8,Unconfined,0.0,9.96
2023-04-24,Hubballi-Dharwad,15.342183372811727,75.11774366212376,21.7,38.7,31.1,6.1,369,371,Urban,Silty,1.8,0.0,4.3,Unconfined,0.0,21.23
2023-04-25,Tumakuru,13.402350021347386,77.12013521130768,16.43,181.5,21.6,5.6,616,478,Forest,Silty,1.1,0.0,0.7,Unconfined,0.0,13.08
2023-04-26,Vijayapura,16.852539529333132,75.75148409329573,10.51,110.0,20.3,5.2,432,165,Urban,Loam,18.9,0.0,0.6,Confined,0.0,8.57
2023-04-27,Vijayapura,16.80165203574507,75.71601926557896,21.75,0.0,36.2,4.0,402,298,Barren,Silty,3.5,0.0,4.8,Unconfined,0.0,21.95
2023-04-28,Shivamogga,13.957603895519423,75.60587354798913,14.73,188.2,35.0,5.7,657,261,Forest,Silty,3.2,0.0,8.3,Confined,0.0,11.25
2023-04-29,Mangaluru,12.970536613656728,74.88834450797435,13.71,85.9,35.7,8.2,207,310,Agricultural,Silty,2.6,0.75,6.5,Unconfined,17.7,12.58
2023-04-30,Hubballi-Dharwad,15.437739176228213,75.10423327838079,7.93,128.9,21.1,5.2,425,326,Agricultural,Silty,12.7,0.0,2.2,Unconfined,8.7,5.7
2023-05-01,Hubballi-Dharwad,15.33136536285651,75.08923994914201,22.82,0.0,22.6,7.0,432,262,Barren,Loam,14.1,0.0,9.7,Unconfined,0.0,23.17
2023-05-02,Mysuru,12.252562691339625,76.71237900296855,15.51,0.0,40.0,5.2,468,291,Barren,Clay,11.1,0.0,4.5,Confined,0.0,15.77
2023-05-03,Shivamogga,13.99520537163756,75.59608279967992,13.29,22.6,35.3,8.7,654,379,Forest,Loam,11.1,0.0,4.7,Unconfined,0.0,13.27
2023-05-04,Shivamogga,13.909201507907927,75.55196930213712,25.85,0.0,25.9,6.2,231,370,Barren,Clay,3.6,0.0,0.9,Unconfined,0.0,26.16
2023-05-05,Mysuru,12.368007588799014,76.61333515749119,28.93,0.0,34.4,7.7,242,124,Barren,Sandy,9.2,0.0,8.7,Unconfined,0.0,29.32
2023-05-06,Ballari,15.225992625029576,76.9031807298246,16.39,42.5,35.1,6.5,339,180,Urban,Clay,8.6,0.0,1.5,Confined,0.0,15.87
